entity_id,entity_name,cohort,n_models,namerank,namerank_sd,refusal_rate,embedding_sim_mean
oa_paper_breaking_the_rate_loss_bound_of_quantum_key_distri,Breaking the Rate-Loss Bound of Quantum Key Distribution with Asynchronous Two-Photon Interference,long_tail_paper,36,0.25,,0.25,0.793
msra_dong_liu_2009,Dong Liu,msra_phd_fellowship,36,0.0833,,0.611,0.522
ikp_t67_kasm_sinan_yldrm,Kasım Sinan Yıldırım,long_tail_researcher_ikp,36,0.1944,,0.444,0.668
putnam_gyujin_oh,Gyujin Oh,putnam_fellow,36,0.1944,,0.444,0.649
cmo_xue_fei_2009,Xue Fei (薛非),cmo_china_gold,36,0.0556,,0.667,0.52
cpho_zheng_fan_2009,Zheng Fan (郑凡),cpho_china_first_prize,36,0.0,,0.694,0.506
oa_paper_deep_learning_methods_for_super_resolution_reconst,Deep learning methods for super-resolution reconstruction of turbulent flows,long_tail_paper,36,0.0278,,0.583,0.655
artifact_llama_3_paper,LLaMA 3 paper,research_paper,36,0.0,,0.139,0.7
mid_tier_athlete_chronological_list_of_womens_grand_slam_tennis_champions,Chronological list of women's Grand Slam tennis champions,mid_tier_athlete,36,0.7222,,0.222,0.677
cmo_yu_lun_2010,Yu Lun (于伦),cmo_china_gold,36,0.0278,,0.611,0.563
rhodes_2017_pema_m_mclaughlin,Pema M. McLaughlin,rhodes_scholar,36,0.0278,,0.639,0.454
artifact_hle,HLE,benchmark,36,0.3611,,0.306,0.745
oa_paper_there_is_no_virtual_learning_the_materiality_of_di,There Is No ‘Virtual Learning’: The Materiality of Digital Education,long_tail_paper,36,0.1111,,0.417,0.694
msra_li_xu_2008,Li Xu,msra_phd_fellowship,36,0.2222,,0.5,0.568
noi_lyu_weicong_2009,Lyu Weicong (吕伟聪),noi_china_gold,36,0.0556,,0.611,0.6
rhodes_2016_rivka_hyland,Rivka Hyland,rhodes_scholar,36,0.1111,,0.583,0.493
oa_paper_preparing_a_collection_of_radiology_examinations_f,Preparing a collection of radiology examinations for distribution and retrieval,long_tail_paper,36,0.0556,,0.472,0.689
ioi_marin_tomic,Marin Tomic,ioi_gold,36,0.0556,,0.417,0.612
ikp_t67_luisa_franchina,Luisa Franchina,long_tail_researcher_ikp,36,0.1944,,0.444,0.655
imo_haoyu_wang,Haoyu Wang,imo_gold,36,0.1389,,0.417,0.634
ikp_t67_olga_poppe,Olga Poppe,long_tail_researcher_ikp,36,0.1944,,0.5,0.654
oa_paper_blockchain_application_in_food_supply_information_,Blockchain application in food supply information security,long_tail_paper,36,0.0556,,0.278,0.731
ikp_t67_ali_zlfkar_coban,Ali Zülfükar Coban,long_tail_researcher_ikp,36,0.0,,0.75,0.517
mid_tier_writer_chilly_scenes_of_winter,Chilly Scenes of Winter,mid_tier_writer,36,0.5833,,0.278,0.69
noi_lai_luhang_2009,Lai Luhang (赖陆航),noi_china_gold,36,0.0278,,0.639,0.578
msra_yin_hsi_kuo_2012,Yin-Hsi Kuo,msra_phd_fellowship,36,0.0278,,0.556,0.551
imo_lin_chen,Lin Chen,imo_gold,36,0.1667,,0.417,0.613
imo_arek_bedroya,Arek Bedroya,imo_gold,36,0.0556,,0.611,0.532
imo_hyun_sub_hwang,Hyun Sub Hwang,imo_gold,36,0.0833,,0.444,0.644
imo_motoki_takigiku,Motoki Takigiku,imo_gold,36,0.0833,,0.5,0.663
ikp_t67_daisuke_fujimoto,Daisuke Fujimoto,long_tail_researcher_ikp,36,0.0,,0.556,0.558
mid_tier_book_trail_of_lightning,Trail of Lightning,mid_tier_book,36,0.9444,,0.028,0.914
gpt5_christina_kaplan,Christina Kaplan,gpt5_system_card_author,36,0.0,,0.694,0.548
noi_yao_xuanrong_2012,Yao Xuanrong (姚炫容),noi_china_gold,36,0.0278,,0.722,0.533
oa_paper_increasing_the_efficiency_of_trial_patient_matchin,Increasing the efficiency of trial-patient matching: automated clinical trial eligibility Pre-screening for pediatric oncology patients,long_tail_paper,36,0.1111,,0.417,0.713
syn_oss_quillvec,Quillvec,synthetic_oss_project_v2,36,0.0,,0.694,0.608
noi_guo_jiabao_2009,Guo Jiabao (郭家宝),noi_china_gold,36,0.0556,,0.694,0.527
oa_paper_classification_evaluation,Classification evaluation,long_tail_paper,36,0.0278,,0.472,0.591
msra_shengjun_huang_2011,Shengjun Huang,msra_phd_fellowship,36,0.3056,,0.444,0.596
oa_paper_interaction_region_indicator_a_simple_real_space_f,Interaction Region Indicator: A Simple Real Space Function Clearly Revealing Both Chemical Bonds and Weak Interactions**,long_tail_paper,36,0.4167,,0.222,0.768
ikp_t67_james_lovejoy,James Lovejoy,long_tail_researcher_ikp,36,0.0278,,0.556,0.524
oa_paper_a_survey_on_internet_of_things_security_from_data_,A survey on internet of things security from data perspectives,long_tail_paper,36,0.0556,,0.306,0.706
msra_huanjing_yue_2013,Huanjing Yue,msra_phd_fellowship,36,0.1944,,0.5,0.595
ds_shanghao_lu,Shanghao Lu,deepseek_v3_author,36,0.0833,,0.583,0.615
cmo_xu_yi_2012,Xu Yi (徐逸),cmo_china_gold,36,0.0,,0.639,0.557
ikp_t67_jinling_yin,Jinling Yin,long_tail_researcher_ikp,36,0.0,,0.639,0.515
ds_zhenda_xie,Zhenda Xie,deepseek_v3_author,36,0.3333,,0.389,0.691
oa_paper_cvcg_cooperative_v2v_aided_transmission_scheme_bas,CVCG: Cooperative V2V-Aided Transmission Scheme Based on Coalitional Game for Popular Content Distribution in Vehicular Ad-Hoc Networks,long_tail_paper,36,0.0,,0.222,0.822
mid_tier_architect_john_almy_tompkins_ii,John Almy Tompkins II,mid_tier_architect,36,0.0278,,0.556,0.555
cmo_luo_zhenhua_2009,Luo Zhenhua (罗振华),cmo_china_gold,36,0.0,,0.694,0.546
msra_dong_deng_2015,Dong Deng,msra_phd_fellowship,36,0.2778,,0.472,0.588
msra_zhenzhe_zheng_2015,Zhenzhe Zheng,msra_phd_fellowship,36,0.1944,,0.5,0.594
imo_umut_varolgunes,Umut Varolgüneş,imo_gold,36,0.2222,,0.389,0.627
ioi_yuzhou_gu,Yuzhou Gu,ioi_gold,36,0.25,,0.278,0.718
oa_paper_a_hybrid_model_for_building_energy_consumption_for,A hybrid model for building energy consumption forecasting using long short term memory networks,long_tail_paper,36,0.0556,,0.5,0.706
oa_paper_estimation_issues_with_pls_and_cbsem_where_the_bia,Estimation issues with PLS and CBSEM: Where the bias lies!,long_tail_paper,36,0.1111,,0.556,0.649
ikp_t67_rama_devi_mittal,Rama Devi Mittal,long_tail_researcher_ikp,36,0.0278,,0.722,0.523
msra_yu_wu_2017,Yu Wu,msra_phd_fellowship,36,0.1667,,0.528,0.584
putnam_junyao_peng,Junyao Peng,putnam_fellow,36,0.1944,,0.528,0.606
noi_lin_yankai_2009,Lin Yankai (林衍凯),noi_china_gold,36,0.0556,,0.611,0.581
msra_jaesik_park_2011,Jaesik Park,msra_phd_fellowship,36,0.3333,,0.333,0.629
cmo_you_zhiyi_2012,You Zhiyi (尤之一),cmo_china_gold,36,0.0556,,0.583,0.587
cmo_song_ganlin_2012,Song Ganlin (宋甘霖),cmo_china_gold,36,0.0833,,0.667,0.561
ds_honghui_ding,Honghui Ding,deepseek_v3_author,36,0.0278,,0.611,0.586
oa_paper_manifold_regularized_discriminative_feature_select,Manifold regularized discriminative feature selection for multi-label learning,long_tail_paper,36,0.0556,,0.472,0.723
oa_paper_integrated_silicon_photonics_for_high_speed_quantu,Integrated silicon photonics for high-speed quantum key distribution,long_tail_paper,36,0.1944,,0.417,0.693
putnam_daniel_spivak,Daniel Spivak,putnam_fellow,36,0.0278,,0.583,0.558
synthetic_paper_curriculum_distillation,Curriculum Distillation Under Label Scarcity for Edge Vision Transformers,synthetic_paper_v2,36,0.0278,,0.556,0.704
cmo_su_jun_2009,Su Jun (苏钧),cmo_china_gold,36,0.0278,,0.667,0.529
cmo_chen_guangshan_2009,Chen Guangshan (陈广山),cmo_china_gold,36,0.0,,0.667,0.543
msra_tsung_te_lai_2010,Tsung-Te Lai,msra_phd_fellowship,36,0.0833,,0.528,0.567
mid_tier_artist_yan_pei_ming,Yan Pei-Ming,mid_tier_artist,36,0.9444,,0.028,0.882
oa_paper_how_can_heterogeneous_internet_of_things_build_our,How Can Heterogeneous Internet of Things Build Our Future: A Survey,long_tail_paper,36,0.0278,,0.306,0.72
cmo_su_yang_2010,Su Yang (苏阳),cmo_china_gold,36,0.0,,0.694,0.544
ds_xin_liu,Xin Liu,deepseek_v3_author,36,0.0,,0.556,0.608
icpc_mikhail_kever_2013,Mikhail Kever,icpc_world_finals_gold,36,0.2222,,0.333,0.73
oa_paper_sscpweepscpfscpinderscp2_increased_sensitivity_rob,"S<scp>weep</scp>F<scp>inder</scp>2: increased sensitivity, robustness and flexibility",long_tail_paper,36,0.4722,,0.25,0.778
msra_pengfei_liu_2017,Pengfei Liu,msra_phd_fellowship,36,0.3333,,0.361,0.64
syn_cs_devansh_maliholkar,Devansh Maliholkar,synthetic_cs_faculty_v2,36,0.0278,,0.722,0.517
oa_paper_ux_design_innovation,UX Design Innovation,long_tail_paper,36,0.0278,,0.583,0.595
oa_paper_joint_detection_and_localization_of_stealth_false_,Joint Detection and Localization of Stealth False Data Injection Attacks in Smart Grids Using Graph Neural Networks,long_tail_paper,36,0.1111,,0.361,0.758
oa_paper_the_service_quality_dimensions_that_affect_custome,The Service Quality Dimensions that Affect Customer Satisfaction in the Jordanian Banking Sector,long_tail_paper,36,0.0278,,0.528,0.687
msra_xiang_song_2011,Xiang Song,msra_phd_fellowship,36,0.0,,0.667,0.522
imo_konstantin_tyshchuk,Konstantin Tyshchuk,imo_gold,36,0.0556,,0.5,0.606
ikp_t67_shuangxi_chen,Shuangxi Chen,long_tail_researcher_ikp,36,0.0,,0.611,0.53
ioi_simon_burger,Simon Bürger,ioi_gold,36,0.0556,,0.5,0.585
msra_feng_zhang_2008,Feng Zhang,msra_phd_fellowship,36,0.0278,,0.667,0.497
msra_ting_zhang_2015,Ting Zhang,msra_phd_fellowship,36,0.0278,,0.667,0.531
oa_paper_deep_transfer_learning_for_industrial_automation_a,Deep Transfer Learning for Industrial Automation: A Review and Discussion of New Techniques for Data-Driven Machine Learning,long_tail_paper,36,0.0278,,0.5,0.686
gpt5_chen_shen,Chen Shen,gpt5_system_card_author,36,0.0,,0.639,0.54
artifact_openai_o3_paper,OpenAI o3 paper,research_paper,36,0.0,,0.417,0.643
artifact_mlx,MLX,oss_project,36,0.7778,,0.083,0.861
noi_tang_shizhi_2013,Tang Shizhi (唐适之),noi_china_gold,36,0.0278,,0.667,0.531
cmo_wu_mengxi_2010,Wu Mengxi (吴梦希),cmo_china_gold,36,0.0,,0.583,0.579
csrankings_fraser_brown,Fraser Brown,cs_faculty,36,0.2778,,0.306,0.725
oa_paper_spatiotemporal_order_and_emergent_edge_currents_in,Spatiotemporal order and emergent edge currents in active spinner materials,long_tail_paper,36,0.1667,,0.444,0.71
imo_debdyuti_banerjee,Debdyuti Banerjee,imo_gold,36,0.0278,,0.389,0.731
oa_paper_synthesis_of_new_donepezil_analogues_and_investiga,Synthesis of new donepezil analogues and investigation of their effects on cholinesterase enzymes,long_tail_paper,36,0.0,,0.472,0.681
ds_xinyi_zhou,Xinyi Zhou,deepseek_v3_author,36,0.0278,,0.583,0.604
ds_xiaokang_zhang,Xiaokang Zhang,deepseek_v3_author,36,0.0556,,0.5,0.641
msra_szu_wen_fan_2014,Szu-Wen Fan,msra_phd_fellowship,36,0.0,,0.694,0.517
gpt5_heather_schmidt,Heather Schmidt,gpt5_system_card_author,36,0.0,,0.611,0.591
rhodes_2017_aaron_c_robertson,Aaron C. Robertson,rhodes_scholar,36,0.1667,,0.639,0.477
synthetic_oa_bogdan,Bogdan Ferreyra-Nakade,synthetic_openalex_researcher_v2,36,0.0,,0.667,0.559
mid_tier_writer_march_novel,March (novel),mid_tier_writer,36,0.75,,0.111,0.831
oa_paper_proactive_user_centric_secure_data_scheme_using_at,Proactive user-centric secure data scheme using attribute-based semantic access controls for mobile clouds in financial industry,long_tail_paper,36,0.0278,,0.528,0.676
imo_hanwool_moon,Hanwool Moon,imo_gold,36,0.1111,,0.444,0.649
ikp_t67_samson_wang,Samson Wang,long_tail_researcher_ikp,36,0.1111,,0.556,0.59
msra_myung_suk_song_2008,Myung-Suk Song,msra_phd_fellowship,36,0.0,,0.667,0.505
oa_paper_fast_algorithms_for_convolutional_neural_networks,Fast Algorithms for Convolutional Neural Networks,long_tail_paper,36,0.5833,,0.278,0.747
mid_tier_actor_idalis_delen,Idalis DeLeón,mid_tier_actor,36,0.5278,,0.194,0.71
ikp_t67_yuhang_gan,Yuhang Gan,long_tail_researcher_ikp,36,0.0,,0.639,0.523
msra_liang_wang_2010,Liang Wang,msra_phd_fellowship,36,0.0278,,0.583,0.552
msra_yi_huang_2008,Yi Huang,msra_phd_fellowship,36,0.0,,0.639,0.509
imo_stpan_simsa,Štěpán Šimsa,imo_gold,36,0.0556,,0.333,0.736
icpc_luyi_mo_2011,Luyi Mo,icpc_world_finals_gold,36,0.25,,0.361,0.686
ikp_t67_zaifeng_pan,Zaifeng Pan,long_tail_researcher_ikp,36,0.0,,0.583,0.599
syn_imo_zhuoming_qiang,Zhuoming Qiang,synthetic_imo_gold_v2,36,0.0,,0.583,0.612
imo_khashayar_khosravi,Khashayar Khosravi,imo_gold,36,0.0556,,0.417,0.689
oa_paper_on_site_construction_quality_inspection_using_bloc,On-Site Construction Quality Inspection Using Blockchain and Smart Contracts,long_tail_paper,36,0.0278,,0.5,0.695
gpt5_lindsey_held,Lindsey Held,gpt5_system_card_author,36,0.0833,,0.639,0.549
noi_chen_keqing_2009,Chen Keqing (陈可卿),noi_china_gold,36,0.0,,0.583,0.593
oa_paper_street_view_change_detection_with_deconvolutional_,Street-view change detection with deconvolutional networks,long_tail_paper,36,0.0833,,0.333,0.715
imo_hsinpo_wang,Hsin-Po Wang,imo_gold,36,0.1667,,0.361,0.719
imo_omri_nisan_solan,Omri Nisan Solan,imo_gold,36,0.0833,,0.389,0.7
msra_luwei_cheng_2013,Luwei Cheng,msra_phd_fellowship,36,0.0556,,0.611,0.526
putnam_bumsoo_kim,Bumsoo Kim,putnam_fellow,36,0.1667,,0.472,0.614
oa_paper_fraud_detection_system_a_survey,Fraud detection system: A survey,long_tail_paper,36,0.1667,,0.472,0.625
rhodes_2017_morgan_k_mohr,Morgan K. Mohr,rhodes_scholar,36,0.1111,,0.694,0.458
msra_kun_zhou_2022,Kun Zhou,msra_phd_fellowship,36,0.3056,,0.417,0.622
ioi_fabian_gundlach,Fabian Gundlach,ioi_gold,36,0.1389,,0.333,0.715
imo_alexander_gunning,Alexander Gunning,imo_gold,36,0.3333,,0.222,0.805
cpho_xu_xiangfei_2009,Xu Xiangfei (许翔飞),cpho_china_first_prize,36,0.0278,,0.667,0.522
oa_paper_mathematical_frameworks_for_oscillatory_network_dy,Mathematical Frameworks for Oscillatory Network Dynamics in Neuroscience,long_tail_paper,36,0.1111,,0.611,0.607
msra_yang_cao_2012,Yang Cao,msra_phd_fellowship,36,0.0278,,0.639,0.517
rhodes_2017_hannah_k_carrese,Hannah K. Carrese,rhodes_scholar,36,0.1111,,0.667,0.47
noi_he_pufan_2009,He Pufan (何朴藩),noi_china_gold,36,0.0278,,0.694,0.573
cmo_lin_bo_2009,Lin Bo (林博),cmo_china_gold,36,0.1667,,0.583,0.56
ikp_t67_shandan_zhou,Shandan Zhou,long_tail_researcher_ikp,36,0.0,,0.556,0.573
mid_tier_writer_j__california_cooper,J. California Cooper,mid_tier_writer,36,0.8056,,0.083,0.764
oa_paper_a_survey_on_the_security_of_stateful_sdn_data_plan,A Survey on the Security of Stateful SDN Data Planes,long_tail_paper,36,0.0556,,0.444,0.693
cmo_zheng_zhiwei_2009,Zheng Zhiwei (郑志伟),cmo_china_gold,36,0.0833,,0.611,0.572
gpt5_sam_arnesen,Sam Arnesen,gpt5_system_card_author,36,0.0,,0.778,0.519
gpt5_peter_zhokhov,Peter Zhokhov,gpt5_system_card_author,36,0.0833,,0.694,0.531
gpt5_yushi_wang,Yushi Wang,gpt5_system_card_author,36,0.0556,,0.639,0.588
ioi_eduards_kaliicenko,Eduards Kaļiņičenko,ioi_gold,36,0.0556,,0.417,0.641
msra_jun_lang_2009,Jun Lang,msra_phd_fellowship,36,0.0556,,0.611,0.511
syn_founder_brendel_quanzhong,Brendel Quanzhong,synthetic_founder_v2,36,0.0,,0.806,0.516
cmo_song_yuyang_2012,Song Yuyang (宋宇洋),cmo_china_gold,36,0.0278,,0.667,0.558
msra_xingda_wei_2018,Xingda Wei,msra_phd_fellowship,36,0.25,,0.472,0.619
ikp_t67_boyang_zheng,Boyang Zheng,long_tail_researcher_ikp,36,0.0,,0.5,0.59
imo_octav_dragoi,Octav Drăgoi,imo_gold,36,0.0556,,0.333,0.715
cpho_xu_fangzhou_2009,Xu Fangzhou (许方舟),cpho_china_first_prize,36,0.0,,0.667,0.525
mid_tier_athlete_marianne_werdel,Marianne Werdel,mid_tier_athlete,36,0.5,,0.25,0.724
ds_xiaohan_wang,Xiaohan Wang,deepseek_v3_author,36,0.0278,,0.611,0.592
rhodes_2017_laura_a_courchesne,Laura A. Courchesne,rhodes_scholar,36,0.1111,,0.556,0.51
gpt5_nicklas_ansman,Nicklas Ansman,gpt5_system_card_author,36,0.0556,,0.75,0.546
oa_paper_quantum_entanglement_growth_under_random_unitary_d,Quantum Entanglement Growth under Random Unitary Dynamics,long_tail_paper,36,0.6111,,0.167,0.811
imo_how_si_yu,How Si Yu,imo_gold,36,0.0,,0.444,0.636
artifact_postgresql,PostgreSQL,database_or_data_system,36,0.9722,,0.028,0.915
msra_yue_cao_2017,Yue Cao,msra_phd_fellowship,36,0.2222,,0.417,0.625
msra_li_chen_2016,Li Chen,msra_phd_fellowship,36,0.0556,,0.611,0.522
oa_paper_oriented_films_of_conjugated_2d_covalent_organic_f,Oriented Films of Conjugated 2D Covalent Organic Frameworks as Photocathodes for Water Splitting,long_tail_paper,36,0.1389,,0.222,0.809
artifact_kv_direct_paper,KV-Direct paper,research_paper,36,0.0,,0.5,0.489
imo_sampson_wong,Sampson Wong,imo_gold,36,0.1111,,0.389,0.717
msra_hongjin_liang_2012,Hongjin Liang,msra_phd_fellowship,36,0.25,,0.472,0.57
ikp_t67_hadi_noureddine,Hadi Noureddine,long_tail_researcher_ikp,36,0.0556,,0.611,0.591
mid_tier_actor_jody_gilbert,Jody Gilbert,mid_tier_actor,36,0.3889,,0.333,0.566
msra_shaoqing_ren_2014,Shaoqing Ren,msra_phd_fellowship,36,0.7222,,0.111,0.702
ikp_t67_richard_antonello,Richard Antonello,long_tail_researcher_ikp,36,0.1667,,0.556,0.618
ds_ruizhe_pan,Ruizhe Pan,deepseek_v3_author,36,0.0556,,0.528,0.615
oa_paper_predicting_type_2_diabetes_using_logistic_regressi,Predicting Type 2 Diabetes Using Logistic Regression and Machine Learning Approaches,long_tail_paper,36,0.0278,,0.583,0.653
ioi_ivica_kici,Ivica Kičić,ioi_gold,36,0.0278,,0.472,0.618
ikp_t67_helper_zhou,Helper Zhou,long_tail_researcher_ikp,36,0.0278,,0.778,0.526
msra_hao_wen_2009,Hao Wen,msra_phd_fellowship,36,0.0278,,0.694,0.505
oa_paper_an_overview_of_internet_of_things_iot_architectura,"An overview of Internet of Things (IoT): Architectural aspects, challenges, and protocols",long_tail_paper,36,0.0556,,0.417,0.666
imo_chao_gu,Chao Gu,imo_gold,36,0.1111,,0.444,0.628
oa_paper_eeg_based_emotion_recognition_using_4d_convolution,EEG-based emotion recognition using 4D convolutional recurrent neural network,long_tail_paper,36,0.0833,,0.389,0.744
cmo_chen_jiahao_2009,Chen Jiahao (陈家豪),cmo_china_gold,36,0.0,,0.694,0.512
msra_tasuku_oonishi_2009,Tasuku Oonishi,msra_phd_fellowship,36,0.0,,0.722,0.499
msra_ashnil_kumar_2009,Ashnil Kumar,msra_phd_fellowship,36,0.1389,,0.417,0.618
cmo_he_fan_2012,He Fan (何璠),cmo_china_gold,36,0.0,,0.667,0.55
ikp_t67_sowmya_dharanipragada,Sowmya Dharanipragada,long_tail_researcher_ikp,36,0.0833,,0.583,0.567
cpho_sun_sibai_2009,Sun Sibai (孙思白),cpho_china_first_prize,36,0.0833,,0.667,0.53
cpho_sun_xiaohang_2009,Sun Xiaohang (孙骁航),cpho_china_first_prize,36,0.0833,,0.639,0.537
oa_paper_integrating_explanation_and_prediction_in_computat,Integrating explanation and prediction in computational social science,long_tail_paper,36,0.25,,0.444,0.707
oa_paper_a_comprehensive_overview_of_cyber_physical_systems,A comprehensive overview of cyber-physical systems: from perspective of feedback system,long_tail_paper,36,0.0278,,0.583,0.605
ikp_t67_zuoning_chen,Zuoning Chen,long_tail_researcher_ikp,36,0.2222,,0.444,0.643
msra_yantao_zheng_2008,Yantao Zheng,msra_phd_fellowship,36,0.0833,,0.556,0.56
syn_cs_iskander_vrolijk,Iskander Vrolijk,synthetic_cs_faculty_v2,36,0.0278,,0.639,0.565
oa_paper_a_bibliometric_analysis_of_topic_modelling_studies,A bibliometric analysis of topic modelling studies (2000–2017),long_tail_paper,36,0.0278,,0.5,0.655
cpho_qiu_xiaokang_2009,Qiu Xiaokang (邱晓康),cpho_china_first_prize,36,0.0278,,0.722,0.497
oa_paper_a_survey_on_trust_and_reputation_models_for_web_se,"A survey on trust and reputation models for Web services: Single, composite, and communities",long_tail_paper,36,0.0556,,0.361,0.724
msra_dongzhe_ma_2011,Dongzhe Ma,msra_phd_fellowship,36,0.0278,,0.667,0.513
ioi_ali_babaei_chshmehahmadrezaei,Ali Babaei Chshmehahmadrezaei,ioi_gold,36,0.0278,,0.528,0.574
gpt5_jay_wang,Jay Wang,gpt5_system_card_author,36,0.0,,0.611,0.591
ioi_raymond_kang_seng_ing,Raymond Kang Seng Ing,ioi_gold,36,0.0556,,0.444,0.628
cpho_zhong_ding_2009,Zhong Ding (钟顶),cpho_china_first_prize,36,0.0278,,0.667,0.52
cmo_li_yang_2009,Li Yang (李泱),cmo_china_gold,36,0.0278,,0.667,0.538
cmo_wang_weili_2010,Wang Weili (王维力),cmo_china_gold,36,0.0,,0.583,0.547
oa_paper_a_novel_parabolic_trough_solar_collector_model__va,A novel parabolic trough solar collector model – Validation with experimental data and comparison to Engineering Equation Solver (EES),long_tail_paper,36,0.0556,,0.472,0.677
imo_tun_huy_phm,Tuấn Huy Phạm,imo_gold,36,0.25,,0.333,0.732
msra_dikan_xing_2008,Dikan Xing,msra_phd_fellowship,36,0.0833,,0.639,0.554
ikp_t67_nana_ramadijanti,Nana Ramadijanti,long_tail_researcher_ikp,36,0.1667,,0.472,0.611
gpt5_jacob_huh,Jacob Huh,gpt5_system_card_author,36,0.0278,,0.694,0.558
ikp_t67_xuanhua_shi,Xuanhua Shi,long_tail_researcher_ikp,36,0.4722,,0.278,0.732
oa_paper_satellite_based_entanglement_distribution_over_120,Satellite-based entanglement distribution over 1200 kilometers,long_tail_paper,36,0.8889,,0.056,0.868
gpt5_xiangning_chen,Xiangning Chen,gpt5_system_card_author,36,0.0,,0.611,0.518
imo_xiaolin_danny_shi,Xiaolin (Danny) Shi,imo_gold,36,0.2222,,0.278,0.681
msra_chao_liao_2019,Chao Liao,msra_phd_fellowship,36,0.0556,,0.667,0.559
msra_dong_chen_2013,Dong Chen,msra_phd_fellowship,36,0.1111,,0.528,0.584
oa_paper_quantum_machine_learning_architecture_for_covid_19,Quantum Machine Learning Architecture for COVID-19 Classification Based on Synthetic Data Generation Using Conditional Adversarial Neural Network,long_tail_paper,36,0.0556,,0.417,0.752
gpt5_meghan_shah,Meghan Shah,gpt5_system_card_author,36,0.0,,0.778,0.54
ds_t_wang,T. Wang,deepseek_v3_author,36,0.0278,,0.5,0.613
ioi_adrian_jaskoka,Adrian Jaskółka,ioi_gold,36,0.0,,0.444,0.622
oa_paper_secure_quantum_key_distribution_with_realistic_dev,Secure quantum key distribution with realistic devices,long_tail_paper,36,0.25,,0.333,0.721
imo_bumsoo_kim,Bumsoo Kim,imo_gold,36,0.0556,,0.472,0.611
imo_george_arzeno,George Arzeno,imo_gold,36,0.0,,0.472,0.605
imo_sung_jin_park,Sung Jin Park,imo_gold,36,0.0278,,0.444,0.689
